Isolate_ID,Organism,Source,Antibiotic,MIC,Interpretation,Scored_Resistance,ESBL,MAR_Index,Antibiotic_Class
EC_FTR1C17,Escherichia coli,FT,AMI,2.0,0,6,2,0.32,Aminoglycoside
EC_FTR1C18,Escherichia coli,FT,AMO,4.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FTR1C18,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FTR1C18,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
EC_FTR1C18,Escherichia coli,FT,CHL,16.0,1,0,2,0.0,Phenicols
EC_FTR1C18,Escherichia coli,FT,AMP,8.0,0,0,2,0.0,Penicillin
EC_FTR1C18,Escherichia coli,FT,DOX,2.0,0,0,2,0.0,Tetracycline
EC_FTR1C18,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
EC_FTR1C18,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FTR1C18,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FTR1C18,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
EC_FTR1C18,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
EC_FTR1C18,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C3,Escherichia coli,FT,AMO,2.0,0,6,2,0.32,Penicillin + β-lactamase inhibitor
EC_FTR2C3,Escherichia coli,FT,TR/SL,20.0,0,6,2,0.32,Diaminopyrimidines/Sulfonamide
EC_FTR2C3,Escherichia coli,FT,CFX,64,2,6,2,0.32,Cephalosporin
EC_FTR2C3,Escherichia coli,FT,CHL,8.0,0,6,2,0.32,Phenicols
EC_FTR2C3,Escherichia coli,FT,AMP,32.0,2,6,2,0.32,Penicillin
EC_FTR2C3,Escherichia coli,FT,DOX,1.0,0,6,2,0.32,Tetracycline
EC_FTR2C3,Escherichia coli,FT,NIT,16.0,0,6,2,0.32,Furanes
EC_FTR2C3,Escherichia coli,FT,ENR,0.12,0,6,2,0.32,Fluoroquinolone
EC_FTR2C3,Escherichia coli,FT,GEN,1.0,0,6,2,0.32,Aminoglycoside
EC_FTR2C3,Escherichia coli,FT,TET,1.0,0,6,2,0.32,Tetracycline
EC_FTR2C3,Escherichia coli,FT,IME,16.0,2,6,2,0.32,Carbapenem
EC_FTR2C3,Escherichia coli,FT,AMI,2.0,0,6,2,0.32,Aminoglycoside
EC_FTR2C6,Escherichia coli,FT,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FTR2C6,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FTR2C6,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
EC_FTR2C6,Escherichia coli,FT,CHL,8.0,0,0,2,0.0,Phenicols
EC_FTR2C6,Escherichia coli,FT,AMP,2.0,0,0,2,0.0,Penicillin
EC_FTR2C6,Escherichia coli,FT,DOX,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C6,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
EC_FTR2C6,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FTR2C6,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C6,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C6,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
EC_FTR2C6,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C7,Escherichia coli,FT,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FTR2C7,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FTR2C7,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
EC_FTR2C7,Escherichia coli,FT,CHL,8.0,0,0,2,0.0,Phenicols
EC_FTR2C7,Escherichia coli,FT,AMP,2.0,0,0,2,0.0,Penicillin
EC_FTR2C7,Escherichia coli,FT,DOX,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C7,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
EC_FTR2C7,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FTR2C7,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C7,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C7,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
EC_FTR2C7,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C8,Escherichia coli,FT,AMO,4.0,0,2,2,0.09,Penicillin + β-lactamase inhibitor
EC_FTR2C8,Escherichia coli,FT,TR/SL,20.0,0,2,2,0.09,Diaminopyrimidines/Sulfonamide
EC_FTR2C8,Escherichia coli,FT,CFX,8,0,2,2,0.09,Cephalosporin
EC_FTR2C8,Escherichia coli,FT,CHL,8.0,0,2,2,0.09,Phenicols
EC_FTR2C8,Escherichia coli,FT,AMP,32.0,2,2,2,0.09,Penicillin
EC_FTR2C8,Escherichia coli,FT,DOX,16.0,2,2,2,0.09,Tetracycline
EC_FTR2C8,Escherichia coli,FT,NIT,16.0,0,2,2,0.09,Furanes
EC_FTR2C8,Escherichia coli,FT,ENR,0.12,0,2,2,0.09,Fluoroquinolone
EC_FTR2C8,Escherichia coli,FT,GEN,1.0,0,2,2,0.09,Aminoglycoside
EC_FTR2C8,Escherichia coli,FT,TET,8.0,1,2,2,0.09,Tetracycline
EC_FTR2C8,Escherichia coli,FT,IME,0.25,0,2,2,0.09,Carbapenem
EC_FTR2C8,Escherichia coli,FT,AMI,2.0,0,2,2,0.09,Aminoglycoside
EC_FTR2C10,Escherichia coli,FT,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FTR2C10,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FTR2C10,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
EC_FTR2C10,Escherichia coli,FT,CHL,16.0,1,0,2,0.0,Phenicols
EC_FTR2C10,Escherichia coli,FT,AMP,4.0,0,0,2,0.0,Penicillin
EC_FTR2C10,Escherichia coli,FT,DOX,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C10,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
EC_FTR2C10,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FTR2C10,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C10,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
EC_FTR2C10,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
EC_FTR2C10,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FTR2C14,Enterobacter aerogenes,FT,AMO,2.0,0,5,0,0.24,Penicillin + β-lactamase inhibitor
EC_FTR2C14,Enterobacter aerogenes,FT,TR/SL,20.0,0,5,0,0.24,Diaminopyrimidines/Sulfonamide
EC_FTR2C14,Enterobacter aerogenes,FT,CFX,64,2,5,0,0.24,Cephalosporin
EC_FTR2C14,Enterobacter aerogenes,FT,CHL,4.0,0,5,0,0.24,Phenicols
EC_FTR2C14,Enterobacter aerogenes,FT,DOX,16.0,2,5,0,0.24,Tetracycline
EC_FTR2C14,Enterobacter aerogenes,FT,NIT,16.0,0,5,0,0.24,Furanes
EC_FTR2C14,Enterobacter aerogenes,FT,ENR,1.0,1,5,0,0.24,Fluoroquinolone
EC_FTR2C14,Enterobacter aerogenes,FT,GEN,1.0,0,5,0,0.24,Aminoglycoside
EC_FTR2C14,Enterobacter aerogenes,FT,TET,16.0,2,5,0,0.24,Tetracycline
EC_FTR2C14,Enterobacter aerogenes,FT,IME,0.25,0,5,0,0.24,Carbapenem
EC_FTR2C14,Enterobacter aerogenes,FT,AMI,2.0,0,5,0,0.24,Aminoglycoside
EC_FTR2C15,Escherichia coli,FT,CFX, NA,0,1,0,0.05,Cephalosporin
EC_FTR2C16,Enterobacter aerogenes,FT,AMO,4.0,0,7,0,0.37,Penicillin + β-lactamase inhibitor
EC_FTR2C16,Enterobacter aerogenes,FT,TR/SL,320.0,2,7,0,0.37,Diaminopyrimidines/Sulfonamide
EC_FTR2C16,Enterobacter aerogenes,FT,CFX,64,2,7,0,0.37,Cephalosporin
EC_FTR2C16,Enterobacter aerogenes,FT,CHL,64.0,2,7,0,0.37,Phenicols
EC_FTR2C16,Enterobacter aerogenes,FT,DOX,16.0,2,7,0,0.37,Tetracycline
EC_FTR2C16,Enterobacter aerogenes,FT,NIT,16.0,0,7,0,0.37,Furanes
EC_FTR2C16,Enterobacter aerogenes,FT,ENR,1.0,1,7,0,0.37,Fluoroquinolone
EC_FTR2C16,Enterobacter aerogenes,FT,GEN,1.0,0,7,0,0.37,Aminoglycoside
EC_FTR2C16,Enterobacter aerogenes,FT,TET,8.0,1,7,0,0.37,Tetracycline
EC_FTR2C16,Enterobacter aerogenes,FT,IME,0.25,0,7,0,0.37,Carbapenem
EC_FTR2C16,Enterobacter aerogenes,FT,AMI,2.0,0,7,0,0.37,Aminoglycoside
EC_FTR3C1,Escherichia coli,FT,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FTR3C1,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FTR3C1,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
EC_FTR3C1,Escherichia coli,FT,CHL,8.0,0,0,2,0.0,Phenicols
EC_FTR3C1,Escherichia coli,FT,AMP,2.0,0,0,2,0.0,Penicillin
EC_FTR3C1,Escherichia coli,FT,DOX,1.0,0,0,2,0.0,Tetracycline
EC_FTR3C1,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
EC_FTR3C1,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FTR3C1,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FTR3C1,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
EC_FTR3C1,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
EC_FTR3C1,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,AMO,2.0,0,6,2,0.27,Penicillin + β-lactamase inhibitor
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,TR/SL,320.0,2,6,2,0.27,Diaminopyrimidines/Sulfonamide
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,CFX,64,2,6,2,0.27,Cephalosporin
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,CHL,4.0,0,6,2,0.27,Phenicols
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,AMP,32.0,2,6,2,0.27,Penicillin
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,DOX,16.0,2,6,2,0.27,Tetracycline
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,NIT,32.0,0,6,2,0.27,Furanes
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,ENR,1.0,1,6,2,0.27,Fluoroquinolone
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,GEN,1.0,0,6,2,0.27,Aminoglycoside
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,TET,16.0,2,6,2,0.27,Tetracycline
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,IME,1.0,0,6,2,0.27,Carbapenem
EC_FTR3C8,Klebsiella pneumoniae ssp pneumoniae,FT,AMI,2.0,0,6,2,0.27,Aminoglycoside
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,AMO,4.0,0,4,2,0.18,Penicillin + β-lactamase inhibitor
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,TR/SL,320.0,2,4,2,0.18,Diaminopyrimidines/Sulfonamide
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,CFX,4,0,4,2,0.18,Cephalosporin
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,CHL,4.0,0,4,2,0.18,Phenicols
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,AMP,32.0,2,4,2,0.18,Penicillin
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,DOX,16.0,2,4,2,0.18,Tetracycline
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,NIT,64.0,1,4,2,0.18,Furanes
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,ENR,1.0,1,4,2,0.18,Fluoroquinolone
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,GEN,1.0,0,4,2,0.18,Aminoglycoside
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,TET,16.0,2,4,2,0.18,Tetracycline
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,IME,0.5,0,4,2,0.18,Carbapenem
EC_FTR3C10,Klebsiella pneumoniae ssp pneumoniae,FT,AMI,2.0,0,4,2,0.18,Aminoglycoside
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,AMO,8.0,0,2,2,0.09,Penicillin + β-lactamase inhibitor
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,TR/SL,20.0,0,2,2,0.09,Diaminopyrimidines/Sulfonamide
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,CFX,64,2,2,2,0.09,Cephalosporin
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,CHL,4.0,0,2,2,0.09,Phenicols
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,AMP,16.0,2,2,2,0.09,Penicillin
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,DOX,1.0,0,2,2,0.09,Tetracycline
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,NIT,32.0,0,2,2,0.09,Furanes
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,ENR,0.12,0,2,2,0.09,Fluoroquinolone
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,GEN,1.0,0,2,2,0.09,Aminoglycoside
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,TET,1.0,0,2,2,0.09,Tetracycline
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,IME,0.5,0,2,2,0.09,Carbapenem
EC_FTR3C16,Klebsiella pneumoniae ssp pneumoniae,FT,AMI,2.0,0,2,2,0.09,Aminoglycoside
EC_FTR3C17,Escherichia coli,FT,AMO,4.0,0,7,2,0.37,Penicillin + β-lactamase inhibitor
EC_FTR3C17,Escherichia coli,FT,TR/SL,320.0,2,7,2,0.37,Diaminopyrimidines/Sulfonamide
EC_FTR3C17,Escherichia coli,FT,CFX,64,2,7,2,0.37,Cephalosporin
EC_FTR3C17,Escherichia coli,FT,CHL,64.0,2,7,2,0.37,Phenicols
EC_FTR3C17,Escherichia coli,FT,AMP,32.0,2,7,2,0.37,Penicillin
EC_FTR3C17,Escherichia coli,FT,DOX,16.0,2,7,2,0.37,Tetracycline
EC_FTR3C17,Escherichia coli,FT,NIT,16.0,0,7,2,0.37,Furanes
EC_FTR3C17,Escherichia coli,FT,ENR,0.5,0,7,2,0.37,Fluoroquinolone
EC_FTR3C17,Escherichia coli,FT,GEN,1.0,0,7,2,0.37,Aminoglycoside
EC_FTR3C17,Escherichia coli,FT,TET,16.0,2,7,2,0.37,Tetracycline
EC_FTR3C17,Escherichia coli,FT,IME,0.25,0,7,2,0.37,Carbapenem
EC_FTR3C17,Escherichia coli,FT,AMI,2.0,0,7,2,0.37,Aminoglycoside
EC_FTR3C18,Escherichia coli,FT,AMO,4.0,0,6,2,0.27,Penicillin + β-lactamase inhibitor
EC_FTR3C18,Escherichia coli,FT,TR/SL,320.0,2,6,2,0.27,Diaminopyrimidines/Sulfonamide
EC_FTR3C18,Escherichia coli,FT,CFX,64,2,6,2,0.27,Cephalosporin
EC_FTR3C18,Escherichia coli,FT,CHL,64.0,2,6,2,0.27,Phenicols
EC_FTR3C18,Escherichia coli,FT,AMP,32.0,2,6,2,0.27,Penicillin
EC_FTR3C18,Escherichia coli,FT,DOX,16.0,2,6,2,0.27,Tetracycline
EC_FTR3C18,Escherichia coli,FT,NIT,16.0,0,6,2,0.27,Furanes
EC_FTR3C18,Escherichia coli,FT,ENR,0.5,0,6,2,0.27,Fluoroquinolone
EC_FTR3C18,Escherichia coli,FT,GEN,1.0,0,6,2,0.27,Aminoglycoside
EC_FTR3C18,Escherichia coli,FT,TET,16.0,2,6,2,0.27,Tetracycline
EC_FTR3C18,Escherichia coli,FT,IME,0.25,0,6,2,0.27,Carbapenem
EC_FTR3C18,Escherichia coli,FT,AMI,2.0,0,6,2,0.27,Aminoglycoside
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,AMO,16.0,0,6,0,0.3,Penicillin + β-lactamase inhibitor
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,TR/SL,20.0,0,6,0,0.3,Diaminopyrimidines/Sulfonamide
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,CFX,32,2,6,0,0.3,Cephalosporin
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,CHL,32.0,2,6,0,0.3,Phenicols
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,AMP,8.0,2,6,0,0.3,Penicillin
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,DOX,2.0,0,6,0,0.3,Tetracycline
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,NIT,16.0,0,6,0,0.3,Furanes
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,ENR,1.0,1,6,0,0.3,Fluoroquinolone
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,GEN,1.0,2,6,0,0.3,Aminoglycoside
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,TET,1.0,0,6,0,0.3,Tetracycline
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,IME,1.0,0,6,0,0.3,Carbapenem
SAL_FTR2C1,Salmonella enterica spp diarozonae,FT,AMI,4.0,2,6,0,0.3,Aminoglycoside
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,AMO,2.0,0,5,0,0.25,Penicillin + β-lactamase inhibitor
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,TR/SL,20.0,0,5,0,0.25,Diaminopyrimidines/Sulfonamide
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,CFX,32,2,5,0,0.25,Cephalosporin
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,CHL,16.0,1,5,0,0.25,Phenicols
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,AMP,4.0,2,5,0,0.25,Penicillin
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,DOX,1.0,0,5,0,0.25,Tetracycline
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,NIT,16.0,0,5,0,0.25,Furanes
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,ENR,1.0,1,5,0,0.25,Fluoroquinolone
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,GEN,1.0,2,5,0,0.25,Aminoglycoside
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,TET,1.0,0,5,0,0.25,Tetracycline
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,IME,0.25,0,5,0,0.25,Carbapenem
SAL_FTR2C5,Salmonella enterica spp diarozonae,FT,AMI,2.0,2,5,0,0.25,Aminoglycoside
SAL_FTR3C6,Escherichia coli,FT,AMO,4.0,0,11,1,0.52,Penicillin + β-lactamase inhibitor
SAL_FTR3C6,Escherichia coli,FT,TR/SL,320.0,2,11,1,0.52,Diaminopyrimidines/Sulfonamide
SAL_FTR3C6,Escherichia coli,FT,CFX,64,2,11,1,0.52,Cephalosporin
SAL_FTR3C6,Escherichia coli,FT,CHL,8.0,0,11,1,0.52,Phenicols
SAL_FTR3C6,Escherichia coli,FT,AMP,32.0,2,11,1,0.52,Penicillin
SAL_FTR3C6,Escherichia coli,FT,DOX,16.0,2,11,1,0.52,Tetracycline
SAL_FTR3C6,Escherichia coli,FT,NIT,16.0,0,11,1,0.52,Furanes
SAL_FTR3C6,Escherichia coli,FT,ENR,4.0,2,11,1,0.52,Fluoroquinolone
SAL_FTR3C6,Escherichia coli,FT,GEN,1.0,0,11,1,0.52,Aminoglycoside
SAL_FTR3C6,Escherichia coli,FT,TET,16.0,2,11,1,0.52,Tetracycline
SAL_FTR3C6,Escherichia coli,FT,IME,0.25,0,11,1,0.52,Carbapenem
SAL_FTR3C6,Escherichia coli,FT,AMI,2.0,0,11,1,0.52,Aminoglycoside
VC_FTR1C1,Escherichia coli,FT,AMO,4.0,0,2,2,0.09,Penicillin + β-lactamase inhibitor
VC_FTR1C1,Escherichia coli,FT,TR/SL,20.0,0,2,2,0.09,Diaminopyrimidines/Sulfonamide
VC_FTR1C1,Escherichia coli,FT,CFX,8,0,2,2,0.09,Cephalosporin
VC_FTR1C1,Escherichia coli,FT,CHL,4.0,0,2,2,0.09,Phenicols
VC_FTR1C1,Escherichia coli,FT,AMP,32.0,2,2,2,0.09,Penicillin
VC_FTR1C1,Escherichia coli,FT,DOX,8.0,1,2,2,0.09,Tetracycline
VC_FTR1C1,Escherichia coli,FT,NIT,16.0,0,2,2,0.09,Furanes
VC_FTR1C1,Escherichia coli,FT,ENR,0.5,0,2,2,0.09,Fluoroquinolone
VC_FTR1C1,Escherichia coli,FT,GEN,1.0,0,2,2,0.09,Aminoglycoside
VC_FTR1C1,Escherichia coli,FT,TET,16.0,2,2,2,0.09,Tetracycline
VC_FTR1C1,Escherichia coli,FT,IME,0.25,0,2,2,0.09,Carbapenem
VC_FTR1C1,Escherichia coli,FT,AMI,2.0,0,2,2,0.09,Aminoglycoside
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,AMO,16.0,0,7,2,0.33,Penicillin + β-lactamase inhibitor
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,TR/SL,320.0,2,7,2,0.33,Diaminopyrimidines/Sulfonamide
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,CFX,64,2,7,2,0.33,Cephalosporin
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,CHL,64.0,2,7,2,0.33,Phenicols
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,AMP,32.0,2,7,2,0.33,Penicillin
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,DOX,16.0,2,7,2,0.33,Tetracycline
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,NIT,16.0,0,7,2,0.33,Furanes
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,ENR,1.0,1,7,2,0.33,Fluoroquinolone
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,GEN,1.0,0,7,2,0.33,Aminoglycoside
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,TET,16.0,2,7,2,0.33,Tetracycline
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,IME,0.25,0,7,2,0.33,Carbapenem
VC_FTR3C1,Klebsiella pneumoniae ssp pneumoniae,FT,AMI,2.0,0,7,2,0.33,Aminoglycoside
VC_FTR3C4,Escherichia coli,FT,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
VC_FTR3C4,Escherichia coli,FT,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
VC_FTR3C4,Escherichia coli,FT,CFX,8,0,0,2,0.0,Cephalosporin
VC_FTR3C4,Escherichia coli,FT,CHL,8.0,0,0,2,0.0,Phenicols
VC_FTR3C4,Escherichia coli,FT,AMP,4.0,0,0,2,0.0,Penicillin
VC_FTR3C4,Escherichia coli,FT,DOX,1.0,0,0,2,0.0,Tetracycline
VC_FTR3C4,Escherichia coli,FT,NIT,16.0,0,0,2,0.0,Furanes
VC_FTR3C4,Escherichia coli,FT,ENR,0.12,0,0,2,0.0,Fluoroquinolone
VC_FTR3C4,Escherichia coli,FT,GEN,1.0,0,0,2,0.0,Aminoglycoside
VC_FTR3C4,Escherichia coli,FT,TET,1.0,0,0,2,0.0,Tetracycline
VC_FTR3C4,Escherichia coli,FT,IME,0.25,0,0,2,0.0,Carbapenem
VC_FTR3C4,Escherichia coli,FT,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,AMO,4.0,0,1,2,0.05,Penicillin + β-lactamase inhibitor
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,TR/SL,20.0,0,1,2,0.05,Diaminopyrimidines/Sulfonamide
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,CFX,4,0,1,2,0.05,Cephalosporin
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,CHL,2.0,0,1,2,0.05,Phenicols
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,AMP,32.0,2,1,2,0.05,Penicillin
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,DOX,1.0,0,1,2,0.05,Tetracycline
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,NIT,64.0,1,1,2,0.05,Furanes
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,ENR,0.12,0,1,2,0.05,Fluoroquinolone
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,GEN,1.0,0,1,2,0.05,Aminoglycoside
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,TET,1.0,0,1,2,0.05,Tetracycline
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,IME,0.5,0,1,2,0.05,Carbapenem
EC_FKR1C3,Klebsiella pneumoniae ssp pneumoniae,FK,AMI,2.0,0,1,2,0.05,Aminoglycoside
EC_FKR2C1,Escherichia coli,FK,AMO,2.0,0,0,2,0.0,Penicillin + β-lactamase inhibitor
EC_FKR2C1,Escherichia coli,FK,TR/SL,20.0,0,0,2,0.0,Diaminopyrimidines/Sulfonamide
EC_FKR2C1,Escherichia coli,FK,CFX,8,0,0,2,0.0,Cephalosporin
EC_FKR2C1,Escherichia coli,FK,CHL,4.0,0,0,2,0.0,Phenicols
EC_FKR2C1,Escherichia coli,FK,AMP,2.0,0,0,2,0.0,Penicillin
EC_FKR2C1,Escherichia coli,FK,DOX,1.0,0,0,2,0.0,Tetracycline
EC_FKR2C1,Escherichia coli,FK,NIT,16.0,0,0,2,0.0,Furanes
EC_FKR2C1,Escherichia coli,FK,ENR,0.12,0,0,2,0.0,Fluoroquinolone
EC_FKR2C1,Escherichia coli,FK,GEN,1.0,0,0,2,0.0,Aminoglycoside
EC_FKR2C1,Escherichia coli,FK,TET,1.0,0,0,2,0.0,Tetracycline
EC_FKR2C1,Escherichia coli,FK,IME,0.25,0,0,2,0.0,Carbapenem
EC_FKR2C1,Escherichia coli,FK,AMI,2.0,0,0,2,0.0,Aminoglycoside
EC_FKR2C4,Klebsiella pneumoniae ssp pneumoniae,FK,AMO,4.0,0,3,2,0.14,Penicillin + β-lactamase inhibitor
